,u,i,ts,label,idx
39808,1795,1166,1147650060.0,1,39809
39809,3144,1166,1147650240.0,1,39810
39810,722,1166,1147704540.0,1,39811
39811,3275,1166,1147719240.0,1,39812
39812,1374,1166,1147761780.0,1,39813
39813,2576,1166,1147790520.0,1,39814
39814,2356,1166,1147792740.0,1,39815
39815,3469,1166,1147795140.0,1,39816
39816,2559,1166,1147810140.0,1,39817
39817,2226,1166,1147811760.0,1,39818
39818,2686,1166,1147815300.0,1,39819
39819,3291,1166,1147818000.0,1,39820
39820,842,1166,1147824780.0,1,39821
39821,2791,1166,1147839780.0,1,39822
39822,1521,1166,1147840800.0,1,39823
39823,3603,1166,1147870260.0,1,39824
39824,1200,1166,1147871100.0,1,39825
39825,993,1166,1147878720.0,1,39826
39826,2594,974,1147221360.0,1,39827
39827,1549,974,1147221540.0,1,39828
39828,2398,974,1147221540.0,1,39829
39829,2485,974,1147221600.0,1,39830
39830,1151,974,1147221660.0,1,39831
39831,2145,974,1147221720.0,1,39832
39832,922,974,1147221840.0,1,39833
39833,3005,974,1147222680.0,1,39834
39834,308,974,1147223400.0,1,39835
39835,3379,974,1147223820.0,1,39836
39836,2290,974,1147224360.0,1,39837
39837,2967,974,1147224720.0,1,39838
39838,2804,974,1147225620.0,-1,39839
39839,1783,974,1147225860.0,1,39840
39840,3386,974,1147225920.0,1,39841
39841,2564,974,1147227840.0,1,39842
39842,2941,974,1147228200.0,-1,39843
39843,546,974,1147228500.0,1,39844
39844,2688,974,1147230480.0,1,39845
39845,2651,974,1147231500.0,1,39846
39846,3482,974,1147232160.0,-1,39847
39847,2326,974,1147237440.0,1,39848
39848,2790,974,1147237500.0,1,39849
39849,2411,974,1147238640.0,1,39850
39850,3026,974,1147239420.0,1,39851
39851,1367,974,1147242660.0,-1,39852
39852,193,974,1147243680.0,1,39853
39853,1967,974,1147247520.0,1,39854
39854,1470,974,1147248480.0,1,39855
39855,3031,974,1147250100.0,1,39856
39856,722,974,1147259100.0,1,39857
39857,127,974,1147260360.0,1,39858
39858,1925,974,1147263600.0,1,39859
39859,2565,974,1147267020.0,1,39860
39860,290,974,1147267500.0,1,39861
39861,766,974,1147268220.0,1,39862
39862,3010,974,1147269600.0,1,39863
39863,1297,974,1147272780.0,1,39864
39864,306,974,1147277520.0,1,39865
39865,1034,974,1147279140.0,1,39866
39866,3605,974,1147279380.0,1,39867
39867,2700,974,1147284420.0,1,39868
39868,3147,974,1147284600.0,1,39869
39869,784,974,1147288260.0,1,39870
39870,3606,974,1147288320.0,1,39871
39871,704,974,1147288560.0,1,39872
39872,417,974,1147288980.0,1,39873
39873,1976,974,1147290420.0,1,39874
39874,122,974,1147290600.0,1,39875
39875,872,974,1147291020.0,1,39876
39876,2237,974,1147295280.0,1,39877
39877,2900,974,1147305840.0,1,39878
39878,3439,974,1147307220.0,1,39879
39879,2618,974,1147308840.0,1,39880
39880,3562,974,1147309080.0,1,39881
39881,3009,974,1147336440.0,1,39882
39882,403,974,1147348560.0,1,39883
39883,813,974,1147349520.0,1,39884
39884,1661,974,1147356420.0,1,39885
39885,2328,974,1147357920.0,1,39886
39886,3470,974,1147366260.0,1,39887
39887,1835,974,1147370580.0,1,39888
39888,3607,974,1147374840.0,1,39889
39889,2559,974,1147378980.0,1,39890
39890,988,974,1147389480.0,1,39891
39891,1803,974,1147413420.0,1,39892
39892,2209,974,1147415880.0,1,39893
39893,313,974,1147463100.0,1,39894
39894,3258,974,1147473300.0,-1,39895
39895,2229,974,1147491960.0,-1,39896
39896,2240,974,1147500900.0,1,39897
39897,1319,974,1147507440.0,1,39898
39898,1972,974,1147520400.0,1,39899
39899,769,974,1147523040.0,1,39900
39900,788,974,1147525500.0,1,39901
39901,1506,974,1147533240.0,1,39902
39902,2998,974,1147557480.0,1,39903
39903,1380,974,1147565520.0,1,39904
39904,2697,974,1147568940.0,1,39905
39905,3352,974,1147572960.0,1,39906
39906,2049,974,1147622820.0,-1,39907
39907,3601,974,1147715760.0,-1,39908
39908,15,974,1147718040.0,1,39909
39909,346,974,1147718760.0,-1,39910
39910,1241,974,1147740060.0,1,39911
39911,2541,974,1147740600.0,1,39912
39912,2657,974,1147756680.0,1,39913
39913,1374,974,1147762500.0,1,39914
39914,2576,974,1147790580.0,1,39915
39915,2356,974,1147792980.0,1,39916
39916,1190,974,1147802160.0,1,39917
39917,2747,974,1147818420.0,-1,39918
39918,3394,974,1147822020.0,-1,39919
39919,1151,2206,1147252980.0,1,39920
39920,2653,2206,1147253160.0,1,39921
39921,3439,2206,1147253280.0,1,39922
39922,1286,2206,1147253280.0,1,39923
39923,2733,2206,1147253400.0,-1,39924
39924,383,2206,1147253520.0,-1,39925
39925,3031,2206,1147253700.0,-1,39926
39926,311,2206,1147254000.0,-1,39927
39927,306,2206,1147255020.0,-1,39928
39928,2790,3609,1147265220.0,-1,39929
39929,2941,3609,1147265520.0,-1,39930
39930,2688,3609,1147265640.0,-1,39931
39931,3544,3609,1147266180.0,-1,39932
39932,2565,3609,1147266780.0,1,39933
39933,3010,3609,1147269240.0,-1,39934
39934,2967,3609,1147271700.0,1,39935
39935,2651,3609,1147273140.0,-1,39936
39936,2256,3609,1147273440.0,-1,39937
39937,2290,3609,1147278780.0,-1,39938
39938,2700,3609,1147284600.0,-1,39939
39939,722,3609,1147285980.0,-1,39940
39940,2658,3609,1147286820.0,1,39941
39941,2411,3609,1147288500.0,-1,39942
39942,1367,3609,1147295400.0,-1,39943
39943,2398,3609,1147306860.0,-1,39944
39944,2653,3609,1147335840.0,-1,39945
39945,3457,3609,1147341720.0,-1,39946
39946,2842,2674,1147274520.0,1,39947
39947,3127,2674,1147275240.0,1,39948
39948,2290,2674,1147276680.0,1,39949
39949,3010,2674,1147278720.0,1,39950
39950,825,2674,1147281060.0,1,39951
39951,2967,2674,1147283220.0,1,39952
39952,2700,2674,1147284900.0,1,39953
39953,2658,2674,1147286040.0,1,39954
39954,3477,2674,1147286460.0,1,39955
39955,2411,2674,1147288380.0,1,39956
39956,3032,2674,1147291740.0,1,39957
39957,3028,2674,1147292040.0,1,39958
39958,2326,2674,1147292880.0,1,39959
39959,2831,2674,1147299900.0,1,39960
39960,2566,2674,1147302120.0,-1,39961
39961,2485,2674,1147302780.0,1,39962
39962,3439,2674,1147305960.0,1,39963
39963,3258,2674,1147311420.0,1,39964
39964,2654,2674,1147312380.0,1,39965
39965,3562,2674,1147313340.0,1,39966
39966,3483,2674,1147332180.0,1,39967
39967,2653,2674,1147335480.0,1,39968
39968,766,2674,1147336560.0,1,39969
39969,2547,2674,1147337640.0,1,39970
39970,813,2674,1147348200.0,1,39971
39971,2546,2674,1147351380.0,1,39972
39972,1166,2674,1147355820.0,1,39973
39973,2713,2674,1147356840.0,1,39974
39974,2565,2674,1147360020.0,1,39975
39975,3470,2674,1147366140.0,1,39976
39976,2510,2674,1147367280.0,1,39977
39977,3148,2674,1147368300.0,1,39978
39978,3055,2674,1147370280.0,1,39979
39979,3610,2674,1147374480.0,1,39980
39980,1009,2674,1147386900.0,1,39981
39981,988,2674,1147389600.0,1,39982
39982,3026,2674,1147394400.0,1,39983
39983,2237,2674,1147398600.0,1,39984
39984,2688,2674,1147399620.0,1,39985
39985,1305,2674,1147413660.0,1,39986
39986,2613,2674,1147417620.0,-1,39987
39987,3252,2674,1147420320.0,1,39988
39988,1367,2674,1147437120.0,1,39989
39989,1717,2674,1147453560.0,1,39990
39990,879,2674,1147475280.0,1,39991
39991,3333,2674,1147490220.0,1,39992
39992,2229,2674,1147492320.0,-1,39993
39993,3587,2674,1147502760.0,-1,39994
39994,1972,2674,1147520340.0,1,39995
39995,2804,2674,1147522980.0,-1,39996
39996,383,2674,1147523040.0,1,39997
39997,1506,2674,1147533720.0,1,39998
39998,3611,2674,1147551480.0,1,39999
39999,3352,2674,1147572480.0,-1,40000
40000,2747,2674,1147580820.0,-1,40001
40001,1985,2674,1147602720.0,1,40002
40002,3600,2674,1147639740.0,1,40003
40003,3033,2674,1147676580.0,1,40004
40004,1279,2674,1147700340.0,1,40005
40005,2659,2674,1147707060.0,-1,40006
40006,3301,2674,1147714980.0,1,40007
40007,2252,2674,1147728000.0,1,40008
40008,1749,2674,1147740240.0,1,40009
40009,1357,2674,1147747020.0,1,40010
40010,2576,2674,1147790340.0,1,40011
40011,2559,2674,1147810320.0,-1,40012
40012,856,2674,1147819080.0,1,40013
40013,3613,3616,1149274020.0,1,40014
40014,1700,3616,1149533220.0,-1,40015
40015,3541,3616,1149534000.0,-1,40016
40016,2307,3616,1149566160.0,-1,40017
40017,2688,3616,1149589380.0,-1,40018
40018,3028,3616,1149589920.0,-1,40019
40019,3614,3616,1149590400.0,-1,40020
40020,2326,3616,1149591300.0,-1,40021
40021,3615,3616,1149593100.0,-1,40022
40022,766,3616,1149593820.0,-1,40023
40023,2256,3616,1149595680.0,-1,40024
40024,2842,2144,1147312140.0,1,40025
40025,2654,2144,1147312320.0,-1,40026
40026,2967,2144,1147315320.0,-1,40027
40027,2651,2144,1147323360.0,-1,40028
40028,2326,2144,1147328520.0,1,40029
40029,3483,2144,1147332060.0,-1,40030
40030,784,2144,1147334880.0,1,40031
40031,3439,2144,1147339560.0,1,40032
40032,3457,2144,1147341060.0,1,40033
40033,2290,2144,1147346880.0,1,40034
40034,403,2144,1147347780.0,1,40035
40035,813,2144,1147348020.0,1,40036
40036,346,2144,1147348440.0,-1,40037
40037,2560,2144,1147356120.0,-1,40038
40038,974,2144,1147356420.0,1,40039
40039,2565,2144,1147359900.0,1,40040
40040,1470,2144,1147359960.0,-1,40041
40041,457,2144,1147363020.0,-1,40042
40042,3056,2144,1147367520.0,-1,40043
40043,3496,2144,1147377540.0,-1,40044
40044,2711,2144,1147385400.0,-1,40045
40045,1305,2144,1147413900.0,-1,40046
40046,1367,2144,1147437240.0,-1,40047
40047,2698,2144,1147450620.0,-1,40048
40048,2411,2144,1147457340.0,-1,40049
40049,2842,3617,1147333620.0,-1,40050
40050,1009,3148,1147363500.0,1,40051
40051,3056,3148,1147367100.0,1,40052
40052,769,3148,1147367280.0,1,40053
40053,2290,3148,1147368180.0,1,40054
40054,2967,3148,1147369380.0,1,40055
40055,948,3148,1147369500.0,1,40056
40056,1835,3148,1147370640.0,1,40057
40057,2693,3148,1147370940.0,1,40058
40058,2940,3148,1147372020.0,1,40059
40059,3010,3148,1147373040.0,1,40060
40060,122,3148,1147373400.0,1,40061
40061,3610,3148,1147373820.0,1,40062
40062,3618,3148,1147374780.0,1,40063
40063,2326,3148,1147377240.0,1,40064
40064,1010,3148,1147377300.0,1,40065
40065,2328,3148,1147377300.0,1,40066
40066,2618,3148,1147379100.0,1,40067
40067,2700,3148,1147380780.0,1,40068
40068,2936,3148,1147382760.0,1,40069
40069,2651,3148,1147383180.0,1,40070
40070,2842,3148,1147384740.0,1,40071
40071,2674,3148,1147385340.0,1,40072
40072,988,3148,1147389660.0,1,40073
40073,825,3148,1147390080.0,1,40074
40074,2654,3148,1147390320.0,1,40075
40075,635,3148,1147395420.0,1,40076
40076,2237,3148,1147398600.0,1,40077
40077,2688,3148,1147399380.0,1,40078
40078,1305,3148,1147413900.0,1,40079
40079,3026,3148,1147413960.0,1,40080
40080,2209,3148,1147414080.0,1,40081
40081,766,3148,1147422000.0,1,40082
40082,3055,3148,1147426980.0,1,40083
40083,813,3148,1147438500.0,1,40084
40084,2565,3148,1147446060.0,1,40085
40085,432,3148,1147452120.0,1,40086
40086,2713,3148,1147456740.0,1,40087
40087,2411,3148,1147457340.0,1,40088
40088,3404,3148,1147457940.0,1,40089
40089,3567,3148,1147463760.0,1,40090
40090,3439,3148,1147464960.0,1,40091
40091,879,3148,1147475040.0,1,40092
40092,3380,3148,1147476720.0,1,40093
40093,3611,3148,1147481580.0,1,40094
40094,3333,3148,1147489860.0,1,40095
40095,3470,3148,1147501680.0,1,40096
40096,1972,3148,1147520280.0,1,40097
40097,2186,3148,1147522860.0,1,40098
40098,2804,3148,1147522980.0,-1,40099
40099,2229,3148,1147560480.0,-1,40100
40100,2699,3148,1147562400.0,1,40101
40101,3144,3148,1147650540.0,1,40102
40102,2485,3148,1147667340.0,1,40103
40103,2576,3148,1147790340.0,1,40104
40104,2559,3148,1147811160.0,1,40105
40105,3009,3148,1147830480.0,1,40106
40106,3619,3148,1147872900.0,1,40107
40107,1549,3148,1147891620.0,1,40108
40108,996,3148,1147895460.0,1,40109
40109,1210,3148,1147897140.0,1,40110
40110,3569,3148,1147899120.0,-1,40111
40111,3057,3148,1147902300.0,1,40112
40112,2747,3148,1147929960.0,1,40113
40113,3523,3148,1147963200.0,1,40114
40114,3380,1157,1147388400.0,-1,40115
40115,2967,1157,1147389000.0,-1,40116
40116,988,1157,1147390500.0,-1,40117
40117,2700,1157,1147394160.0,-1,40118
40118,1305,1157,1147414080.0,1,40119
40119,2560,1157,1147430580.0,-1,40120
40120,2326,1157,1147433160.0,1,40121
40121,1367,1157,1147437420.0,-1,40122
40122,813,1157,1147438320.0,1,40123
40123,2940,1157,1147441680.0,-1,40124
40124,2290,1157,1147445280.0,1,40125
40125,2565,1157,1147445940.0,1,40126
40126,2842,1157,1147446060.0,1,40127
40127,722,1157,1147450020.0,-1,40128
40128,2713,1157,1147456860.0,1,40129
40129,3620,1157,1147469400.0,1,40130
40130,3258,1157,1147488960.0,1,40131
40131,308,1157,1147525200.0,1,40132
40132,2229,1157,1147560600.0,-1,40133
40133,3457,1157,1147570380.0,-1,40134
40134,2658,1157,1147580880.0,1,40135
40135,3621,1157,1147613520.0,1,40136
40136,127,1157,1147614480.0,-1,40137
40137,346,1157,1147615140.0,-1,40138
40138,3402,1157,1147629780.0,1,40139
40139,2660,1157,1147647000.0,-1,40140
40140,1795,1157,1147649880.0,-1,40141
40141,3144,1157,1147651020.0,-1,40142
40142,1428,1157,1147655100.0,-1,40143
40143,1055,1157,1147676820.0,-1,40144
40144,2704,1157,1147681560.0,1,40145
40145,3622,1157,1147681920.0,1,40146
40146,2230,3623,1147387440.0,-1,40147
40147,2819,3623,1147387620.0,-1,40148
40148,3188,3623,1147387740.0,-1,40149
40149,3380,3623,1147387860.0,-1,40150
40150,3611,2973,1147551000.0,1,40151
40151,2290,2973,1147551060.0,1,40152
40152,2658,2973,1147551300.0,1,40153
40153,2651,2973,1147551420.0,1,40154
40154,68,2973,1147552380.0,1,40155
40155,2326,2973,1147552740.0,1,40156
40156,2706,2973,1147554780.0,1,40157
40157,2618,2973,1147555380.0,1,40158
40158,1367,2973,1147557060.0,1,40159
40159,1279,2973,1147558020.0,1,40160
40160,3018,2973,1147558560.0,1,40161
40161,2699,2973,1147560540.0,1,40162
40162,1967,2973,1147567920.0,1,40163
40163,2565,2973,1147570440.0,1,40164
40164,3352,2973,1147571880.0,1,40165
40165,2328,2973,1147573140.0,1,40166
40166,3555,2973,1147576920.0,1,40167
40167,3562,2973,1147578180.0,1,40168
40168,2237,2973,1147578660.0,1,40169
40169,3024,2973,1147579020.0,1,40170
40170,1522,2973,1147588500.0,1,40171
40171,2371,2973,1147591440.0,1,40172
40172,766,2973,1147593600.0,1,40173
40173,784,2973,1147599780.0,1,40174
40174,3010,2973,1147601940.0,1,40175
40175,306,2973,1147603140.0,1,40176
40176,2693,2973,1147608960.0,1,40177
40177,813,2973,1147613220.0,1,40178
40178,1305,2973,1147614360.0,1,40179
40179,1098,2973,1147627320.0,1,40180
40180,457,2973,1147629060.0,1,40181
40181,879,2973,1147635840.0,1,40182
40182,2700,2973,1147638240.0,1,40183
40183,3528,2973,1147639440.0,1,40184
40184,2674,2973,1147645380.0,1,40185
40185,3026,2973,1147647420.0,1,40186
40186,1795,2973,1147648800.0,1,40187
40187,3144,2973,1147651260.0,1,40188
40188,1428,2973,1147653900.0,1,40189
40189,172,2973,1147654440.0,1,40190
40190,2688,2973,1147665600.0,1,40191
40191,311,2973,1147673280.0,1,40192
40192,3056,2973,1147684500.0,1,40193
40193,3404,2973,1147701060.0,1,40194
40194,2724,2973,1147721100.0,1,40195
40195,2940,2973,1147726140.0,1,40196
40196,2972,2973,1147784160.0,1,40197
40197,3482,2973,1147785540.0,-1,40198
40198,2576,2973,1147790400.0,1,40199
40199,2356,2973,1147792440.0,1,40200
40200,1166,2973,1147800780.0,1,40201
40201,2747,2973,1147811100.0,1,40202
40202,856,2973,1147818900.0,1,40203
40203,2713,2973,1147822680.0,1,40204
40204,1847,2973,1147831740.0,1,40205
40205,2790,2973,1147846620.0,1,40206
40206,2842,2973,1147865880.0,1,40207
40207,1701,2973,1147872720.0,1,40208
40208,988,2973,1147887120.0,1,40209
40209,1549,2973,1147891680.0,1,40210
40210,3624,2973,1147902240.0,1,40211
40211,405,2973,1147933740.0,1,40212
40212,3470,2973,1147938960.0,1,40213
40213,3523,2973,1147963020.0,1,40214
40214,1951,2973,1147973940.0,1,40215
40215,2740,2973,1147982100.0,1,40216
40216,3291,2973,1147985580.0,1,40217
40217,2507,2973,1148054100.0,1,40218
40218,2003,2973,1148067660.0,1,40219
40219,2665,2973,1148073180.0,1,40220
40220,3480,2973,1148073900.0,1,40221
40221,1542,2973,1148136180.0,1,40222
40222,3209,3520,1147399920.0,-1,40223
40223,1522,3520,1147400580.0,-1,40224
40224,122,3520,1147402800.0,1,40225
40225,2967,3520,1147410300.0,1,40226
40226,2790,3520,1147411200.0,-1,40227
40227,2560,3520,1147430880.0,-1,40228
40228,2326,3520,1147433460.0,1,40229
40229,1367,3520,1147437600.0,1,40230
40230,813,3520,1147437960.0,1,40231
40231,3536,3520,1147438560.0,1,40232
40232,2290,3520,1147439340.0,1,40233
40233,3010,3520,1147443840.0,1,40234
40234,3625,3520,1147444380.0,1,40235
40235,2565,3520,1147445340.0,1,40236
40236,2842,3520,1147445700.0,-1,40237
40237,2713,3520,1147456980.0,-1,40238
40238,3056,3520,1147470300.0,1,40239
40239,3258,3520,1147486800.0,-1,40240
40240,1967,3520,1147499220.0,1,40241
40241,1585,3520,1147515240.0,-1,40242
40242,759,3520,1147537620.0,-1,40243
40243,127,3520,1147549320.0,-1,40244
40244,2229,3520,1147560720.0,-1,40245
40245,346,3520,1147601940.0,-1,40246
40246,1608,3520,1147635960.0,1,40247
40247,2700,3520,1147638120.0,1,40248
40248,2688,3520,1147665900.0,-1,40249
40249,1055,3520,1147676700.0,-1,40250
40250,3032,3520,1147723440.0,1,40251
40251,2686,3520,1147901820.0,-1,40252
40252,3375,3520,1147908240.0,-1,40253
40253,3120,3520,1147917660.0,1,40254
40254,3380,3520,1147922280.0,-1,40255
40255,3458,3520,1147930020.0,-1,40256
40256,3523,3520,1147963140.0,-1,40257
40257,2256,3520,1147974180.0,-1,40258
40258,2252,3520,1147976400.0,1,40259
40259,2740,3520,1147981920.0,1,40260
40260,2724,3629,1147455120.0,-1,40261
40261,946,3629,1147455600.0,-1,40262
40262,3055,3629,1147455900.0,-1,40263
40263,3028,3629,1147456920.0,-1,40264
40264,2713,3629,1147457100.0,-1,40265
40265,2252,3629,1147458240.0,-1,40266
40266,3604,3629,1147458360.0,-1,40267
40267,2651,3629,1147458420.0,-1,40268
40268,3394,3629,1147458540.0,-1,40269
40269,1811,3629,1147458780.0,-1,40270
40270,2290,3629,1147460760.0,-1,40271
40271,3010,3629,1147462080.0,-1,40272
40272,3188,3629,1147464120.0,-1,40273
40273,3628,3629,1147465680.0,-1,40274
40274,2559,3629,1147466880.0,-1,40275
40275,1623,3629,1147467060.0,-1,40276
40276,2326,3629,1147468320.0,-1,40277
40277,2328,3629,1147470480.0,-1,40278
40278,2923,3629,1147472580.0,-1,40279
40279,2497,3629,1147473540.0,1,40280
40280,3375,3629,1147480260.0,-1,40281
40281,2593,3650,1150395060.0,1,40282
40282,3028,3650,1150395120.0,1,40283
40283,3439,3650,1150396560.0,1,40284
40284,2565,3650,1150397160.0,1,40285
40285,3352,3650,1150397220.0,1,40286
40286,3541,3650,1150397460.0,1,40287
40287,3480,3650,1150397520.0,1,40288
40288,784,3650,1150398060.0,1,40289
40289,3055,3650,1150398600.0,1,40290
40290,2651,3650,1150398960.0,1,40291
40291,3630,3650,1150399080.0,1,40292
40292,2328,3650,1150399440.0,1,40293
40293,2958,3650,1150400100.0,1,40294
40294,3394,3650,1150400220.0,1,40295
40295,2654,3650,1150401960.0,1,40296
40296,3631,3650,1150402140.0,1,40297
40297,2859,3650,1150402920.0,1,40298
40298,2790,3650,1150403640.0,1,40299
40299,546,3650,1150404300.0,1,40300
40300,825,3650,1150404540.0,1,40301
40301,2237,3650,1150411080.0,1,40302
40302,2485,3650,1150412040.0,1,40303
40303,1772,3650,1150412580.0,-1,40304
40304,2653,3650,1150412640.0,1,40305
40305,1549,3650,1150412880.0,1,40306
40306,1820,3650,1150413660.0,1,40307
40307,1167,3650,1150414200.0,1,40308
40308,1166,3650,1150414740.0,1,40309
40309,2398,3650,1150415820.0,1,40310
40310,2697,3650,1150418460.0,1,40311
40311,3632,3650,1150419540.0,1,40312
40312,53,3650,1150421460.0,1,40313
40313,1031,3650,1150421880.0,1,40314
40314,11,3650,1150422000.0,1,40315
40315,3615,3650,1150423140.0,1,40316
40316,3404,3650,1150424580.0,1,40317
40317,3633,3650,1150425000.0,1,40318
40318,3196,3650,1150428780.0,1,40319
40319,2326,3650,1150437600.0,1,40320
40320,2968,3650,1150438920.0,1,40321
40321,3634,3650,1150440600.0,1,40322
40322,3457,3650,1150447620.0,1,40323
40323,2704,3650,1150448040.0,1,40324
40324,3569,3650,1150448280.0,-1,40325
40325,3477,3650,1150448700.0,1,40326
40326,1985,3650,1150452240.0,1,40327
40327,275,3650,1150459320.0,1,40328
40328,2411,3650,1150460520.0,1,40329
40329,1972,3650,1150463160.0,1,40330
40330,2297,3650,1150464300.0,1,40331
40331,3635,3650,1150464960.0,1,40332
40332,3600,3650,1150467060.0,1,40333
40333,3636,3650,1150467120.0,1,40334
40334,2356,3650,1150471860.0,1,40335
40335,2595,3650,1150477080.0,1,40336
40336,3637,3650,1150478520.0,1,40337
40337,1550,3650,1150493880.0,1,40338
40338,2547,3650,1150494420.0,1,40339
40339,2674,3650,1150494840.0,1,40340
40340,879,3650,1150498860.0,1,40341
40341,3638,3650,1150502220.0,1,40342
40342,3639,3650,1150506900.0,1,40343
40343,3026,3650,1150522380.0,1,40344
40344,2972,3650,1150525380.0,1,40345
40345,3527,3650,1150534140.0,1,40346
40346,3640,3650,1150545060.0,1,40347
40347,3010,3650,1150547400.0,1,40348
40348,3562,3650,1150598040.0,1,40349
40349,1885,3650,1150609500.0,1,40350
40350,2871,3650,1150612080.0,1,40351
40351,3033,3650,1150612320.0,1,40352
40352,2900,3650,1150614300.0,1,40353
40353,3009,3650,1150620480.0,1,40354
40354,3641,3650,1150634280.0,1,40355
40355,3290,3650,1150634880.0,1,40356
40356,3144,3650,1150639980.0,1,40357
40357,3642,3650,1150652700.0,1,40358
40358,3276,3650,1150664220.0,1,40359
40359,2307,3650,1150671660.0,-1,40360
40360,3643,3650,1150672620.0,1,40361
40361,3252,3650,1150677720.0,1,40362
40362,2747,3650,1150677900.0,1,40363
40363,1583,3650,1150687020.0,1,40364
40364,813,3650,1150712820.0,1,40365
40365,3622,3650,1150721100.0,1,40366
40366,1626,3650,1150721400.0,1,40367
40367,3024,3650,1150724040.0,1,40368
40368,2549,3650,1150731360.0,1,40369
40369,3392,3650,1150732080.0,1,40370
40370,3192,3650,1150736340.0,1,40371
40371,1922,3650,1150742400.0,1,40372
40372,1319,3650,1150749300.0,1,40373
40373,2504,3650,1150749720.0,1,40374
40374,2699,3650,1150772700.0,1,40375
40375,3645,3650,1150788420.0,1,40376
40376,2560,3650,1150822860.0,1,40377
40377,2713,3650,1150824000.0,1,40378
40378,2832,3650,1150829040.0,1,40379
40379,3649,3650,1150880520.0,-1,40380
40380,3646,3650,1150902240.0,1,40381
40381,3148,3650,1150903620.0,1,40382
40382,3647,3650,1150908540.0,1,40383
40383,3256,3650,1150910460.0,1,40384
40384,166,3650,1150922820.0,1,40385
40385,3168,3650,1150949520.0,1,40386
40386,3522,3650,1150983780.0,1,40387
40387,1075,3650,1150985220.0,1,40388
40388,2707,3650,1150999080.0,1,40389
40389,2653,3537,1147509720.0,1,40390
40390,813,3537,1147510320.0,1,40391
40391,3192,3537,1147511640.0,1,40392
40392,3173,3537,1147512780.0,1,40393
40393,2326,3537,1147513860.0,1,40394
40394,3629,3537,1147515780.0,1,40395
40395,1381,3537,1147518480.0,1,40396
40396,3595,3537,1147518780.0,1,40397
40397,182,3537,1147519980.0,1,40398
40398,2371,3537,1147520220.0,1,40399
40399,1384,3537,1147520880.0,1,40400
40400,383,3537,1147521480.0,1,40401
40401,2696,3537,1147521660.0,1,40402
40402,3180,3537,1147522620.0,1,40403
40403,2693,3537,1147522740.0,1,40404
40404,2804,3537,1147523100.0,-1,40405
40405,2654,3537,1147523760.0,1,40406
40406,3651,3537,1147524300.0,1,40407
40407,2986,3537,1147524360.0,1,40408
40408,2328,3537,1147524780.0,1,40409
40409,306,3537,1147524960.0,1,40410
40410,1137,3537,1147526640.0,1,40411
40411,3010,3537,1147526820.0,1,40412
40412,766,3537,1147527300.0,1,40413
40413,1166,3537,1147528740.0,1,40414
40414,1701,3537,1147530480.0,1,40415
40415,759,3537,1147534620.0,-1,40416
40416,3569,3537,1147537440.0,-1,40417
40417,2565,3537,1147537740.0,1,40418
40418,3059,3537,1147537980.0,1,40419
40419,1367,3537,1147538100.0,-1,40420
40420,1549,3537,1147539060.0,1,40421
40421,1296,3537,1147540080.0,1,40422
40422,2237,3537,1147540740.0,1,40423
40423,2411,3537,1147542900.0,1,40424
40424,1470,3537,1147547160.0,-1,40425
40425,695,3537,1147548720.0,-1,40426
40426,127,3537,1147549200.0,-1,40427
40427,2290,3537,1147551900.0,1,40428
40428,68,3537,1147552740.0,-1,40429
40429,2706,3537,1147555320.0,1,40430
40430,996,3537,1147557840.0,-1,40431
40431,2711,3537,1147559520.0,-1,40432
40432,2229,3537,1147560780.0,-1,40433
40433,3175,3537,1147561860.0,1,40434
40434,1967,3537,1147563180.0,1,40435
40435,2790,3537,1147563360.0,1,40436
40436,2658,3537,1147563900.0,1,40437
40437,3018,3537,1147564080.0,1,40438
40438,3026,3537,1147565220.0,1,40439
40439,2995,3537,1147565880.0,-1,40440
40440,3457,3537,1147569240.0,-1,40441
40441,2660,3537,1147569420.0,-1,40442
40442,3652,3537,1147587960.0,1,40443
40443,3555,3537,1147590060.0,-1,40444
40444,346,3537,1147601400.0,-1,40445
40445,2988,3537,1147603020.0,1,40446
40446,3031,3537,1147604940.0,1,40447
40447,1566,3537,1147615800.0,1,40448
40448,3639,3537,1147622100.0,-1,40449
40449,2560,3537,1147622580.0,-1,40450
40450,1098,3537,1147627620.0,-1,40451
40451,749,2324,1147542900.0,1,40452
40452,3555,2324,1147580580.0,1,40453
40453,3468,2324,1147580760.0,1,40454
40454,1896,2324,1147586280.0,1,40455
40455,2326,2324,1147591140.0,1,40456
40456,766,2324,1147593540.0,1,40457
40457,1006,2324,1147594320.0,1,40458
40458,2371,2324,1147601340.0,1,40459
40459,3010,2324,1147601700.0,1,40460
40460,306,2324,1147602840.0,1,40461
40461,2328,2324,1147604880.0,1,40462
40462,3180,2324,1147605120.0,1,40463
40463,2658,2324,1147606140.0,1,40464
40464,3654,2324,1147606200.0,1,40465
40465,2693,2324,1147608300.0,1,40466
40466,3653,2324,1147611000.0,1,40467
40467,813,2324,1147611900.0,1,40468
40468,3439,2324,1147612080.0,1,40469
40469,2842,2324,1147613820.0,1,40470
40470,3392,2324,1147614060.0,1,40471
40471,3655,2324,1147614180.0,1,40472
40472,1305,2324,1147614600.0,1,40473
40473,1247,2324,1147614780.0,1,40474
40474,3394,2324,1147614900.0,1,40475
40475,383,2324,1147617840.0,1,40476
